dataset,tbx_sample_id,external_sample_id,dhash_distance,review_status,exclusion_applied
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0142_0.png,shenzhen:CHNCXR_0142_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0143_0.png,shenzhen:CHNCXR_0143_0,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0162_0.png,shenzhen:CHNCXR_0162_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0164_0.png,shenzhen:CHNCXR_0164_0,3,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0175_0.png,shenzhen:CHNCXR_0175_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0177_0.png,shenzhen:CHNCXR_0177_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0179_0.png,shenzhen:CHNCXR_0179_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0181_0.png,shenzhen:CHNCXR_0181_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0188_0.png,shenzhen:CHNCXR_0188_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0193_0.png,shenzhen:CHNCXR_0193_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0199_0.png,shenzhen:CHNCXR_0199_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0200_0.png,shenzhen:CHNCXR_0200_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0205_0.png,shenzhen:CHNCXR_0205_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0211_0.png,shenzhen:CHNCXR_0211_0,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0213_0.png,shenzhen:CHNCXR_0213_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0219_0.png,shenzhen:CHNCXR_0219_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0237_0.png,shenzhen:CHNCXR_0237_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0243_0.png,shenzhen:CHNCXR_0243_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0244_0.png,shenzhen:CHNCXR_0244_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0249_0.png,shenzhen:CHNCXR_0249_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0250_0.png,shenzhen:CHNCXR_0250_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0261_0.png,shenzhen:CHNCXR_0261_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0262_0.png,shenzhen:CHNCXR_0262_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0263_0.png,shenzhen:CHNCXR_0263_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0265_0.png,shenzhen:CHNCXR_0265_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0269_0.png,shenzhen:CHNCXR_0269_0,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0270_0.png,shenzhen:CHNCXR_0270_0,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0271_0.png,shenzhen:CHNCXR_0271_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0272_0.png,shenzhen:CHNCXR_0272_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0276_0.png,shenzhen:CHNCXR_0276_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0280_0.png,shenzhen:CHNCXR_0280_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0281_0.png,shenzhen:CHNCXR_0281_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0288_0.png,shenzhen:CHNCXR_0288_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0289_0.png,shenzhen:CHNCXR_0289_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0293_0.png,shenzhen:CHNCXR_0293_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0294_0.png,shenzhen:CHNCXR_0294_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0301_0.png,shenzhen:CHNCXR_0301_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0303_0.png,shenzhen:CHNCXR_0303_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0305_0.png,shenzhen:CHNCXR_0305_0,3,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0314_0.png,shenzhen:CHNCXR_0314_0,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0316_0.png,shenzhen:CHNCXR_0316_0,3,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0319_0.png,shenzhen:CHNCXR_0319_0,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0327_1.png,shenzhen:CHNCXR_0327_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0329_1.png,shenzhen:CHNCXR_0329_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0341_1.png,shenzhen:CHNCXR_0341_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0342_1.png,shenzhen:CHNCXR_0342_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0347_1.png,shenzhen:CHNCXR_0347_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0351_1.png,shenzhen:CHNCXR_0351_1,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0352_1.png,shenzhen:CHNCXR_0352_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0355_1.png,shenzhen:CHNCXR_0355_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0356_1.png,shenzhen:CHNCXR_0356_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0363_1.png,shenzhen:CHNCXR_0363_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0367_1.png,shenzhen:CHNCXR_0367_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0370_1.png,shenzhen:CHNCXR_0370_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0376_1.png,shenzhen:CHNCXR_0376_1,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0380_1.png,shenzhen:CHNCXR_0380_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0381_1.png,shenzhen:CHNCXR_0381_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0383_1.png,shenzhen:CHNCXR_0383_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0385_1.png,shenzhen:CHNCXR_0385_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0390_1.png,shenzhen:CHNCXR_0390_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0391_1.png,shenzhen:CHNCXR_0391_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0392_1.png,shenzhen:CHNCXR_0392_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0396_1.png,shenzhen:CHNCXR_0396_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0404_1.png,shenzhen:CHNCXR_0404_1,4,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0406_1.png,shenzhen:CHNCXR_0406_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0407_1.png,shenzhen:CHNCXR_0407_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0411_1.png,shenzhen:CHNCXR_0411_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0412_1.png,shenzhen:CHNCXR_0412_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0414_1.png,shenzhen:CHNCXR_0414_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0421_1.png,shenzhen:CHNCXR_0421_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0422_1.png,shenzhen:CHNCXR_0422_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0425_1.png,shenzhen:CHNCXR_0425_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0433_1.png,shenzhen:CHNCXR_0433_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0441_1.png,shenzhen:CHNCXR_0441_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0449_1.png,shenzhen:CHNCXR_0449_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0461_1.png,shenzhen:CHNCXR_0461_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0466_1.png,shenzhen:CHNCXR_0466_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0467_1.png,shenzhen:CHNCXR_0467_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0470_1.png,shenzhen:CHNCXR_0470_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0476_1.png,shenzhen:CHNCXR_0476_1,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0482_1.png,shenzhen:CHNCXR_0482_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0492_1.png,shenzhen:CHNCXR_0492_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0495_1.png,shenzhen:CHNCXR_0495_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0504_1.png,shenzhen:CHNCXR_0504_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0506_1.png,shenzhen:CHNCXR_0506_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0508_1.png,shenzhen:CHNCXR_0508_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0513_1.png,shenzhen:CHNCXR_0513_1,4,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0514_1.png,shenzhen:CHNCXR_0514_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0517_1.png,shenzhen:CHNCXR_0517_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0519_1.png,shenzhen:CHNCXR_0519_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0520_1.png,shenzhen:CHNCXR_0520_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0527_1.png,shenzhen:CHNCXR_0527_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0529_1.png,shenzhen:CHNCXR_0529_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0535_1.png,shenzhen:CHNCXR_0535_1,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0538_1.png,shenzhen:CHNCXR_0538_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0541_1.png,shenzhen:CHNCXR_0541_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0543_1.png,shenzhen:CHNCXR_0543_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0551_1.png,shenzhen:CHNCXR_0551_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0558_1.png,shenzhen:CHNCXR_0558_1,3,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0560_1.png,shenzhen:CHNCXR_0560_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0566_1.png,shenzhen:CHNCXR_0566_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0567_1.png,shenzhen:CHNCXR_0567_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0571_1.png,shenzhen:CHNCXR_0571_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0583_1.png,shenzhen:CHNCXR_0583_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0590_1.png,shenzhen:CHNCXR_0590_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0591_1.png,shenzhen:CHNCXR_0591_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0592_1.png,shenzhen:CHNCXR_0592_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0613_1.png,shenzhen:CHNCXR_0613_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0616_1.png,shenzhen:CHNCXR_0616_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0617_1.png,shenzhen:CHNCXR_0617_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0620_1.png,shenzhen:CHNCXR_0620_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0621_1.png,shenzhen:CHNCXR_0621_1,2,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0628_1.png,shenzhen:CHNCXR_0628_1,3,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0641_1.png,shenzhen:CHNCXR_0641_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0643_1.png,shenzhen:CHNCXR_0643_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0644_1.png,shenzhen:CHNCXR_0644_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0647_1.png,shenzhen:CHNCXR_0647_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0655_1.png,shenzhen:CHNCXR_0655_1,0,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0658_1.png,shenzhen:CHNCXR_0658_1,1,pending_review,no
shenzhen,tbx11k:extra/mc+shenzhen/val/CHNCXR_0659_1.png,shenzhen:CHNCXR_0659_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_1.png,shenzhen:CHNCXR_0157_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1027.png,shenzhen:CHNCXR_0369_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1050.png,shenzhen:CHNCXR_0533_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1053.png,shenzhen:CHNCXR_0165_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1060.png,shenzhen:CHNCXR_0487_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1076.png,shenzhen:CHNCXR_0273_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1098.png,shenzhen:CHNCXR_0460_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_1099.png,shenzhen:CHNCXR_0180_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_11.png,shenzhen:CHNCXR_0088_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1112.png,shenzhen:CHNCXR_0627_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_1122.png,shenzhen:CHNCXR_0537_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_1128.png,shenzhen:CHNCXR_0656_1,2,pending_review,no
shenzhen,tbx11k:test/unknown_1137.png,shenzhen:CHNCXR_0147_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1163.png,shenzhen:CHNCXR_0146_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1174.png,shenzhen:CHNCXR_0195_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1176.png,shenzhen:CHNCXR_0410_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1194.png,shenzhen:CHNCXR_0006_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1202.png,shenzhen:CHNCXR_0630_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_122.png,shenzhen:CHNCXR_0573_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_1235.png,shenzhen:CHNCXR_0248_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1243.png,shenzhen:CHNCXR_0507_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1245.png,shenzhen:CHNCXR_0486_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_1246.png,shenzhen:CHNCXR_0610_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_1250.png,shenzhen:CHNCXR_0622_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_1260.png,shenzhen:CHNCXR_0501_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1292.png,shenzhen:CHNCXR_0334_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1294.png,shenzhen:CHNCXR_0304_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1325.png,shenzhen:CHNCXR_0340_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_1332.png,shenzhen:CHNCXR_0236_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1333.png,shenzhen:CHNCXR_0240_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1336.png,shenzhen:CHNCXR_0048_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1340.png,shenzhen:CHNCXR_0494_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1359.png,shenzhen:CHNCXR_0131_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1382.png,shenzhen:CHNCXR_0608_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1384.png,shenzhen:CHNCXR_0204_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1385.png,shenzhen:CHNCXR_0452_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1386.png,shenzhen:CHNCXR_0490_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_1393.png,shenzhen:CHNCXR_0582_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1394.png,shenzhen:CHNCXR_0232_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1407.png,shenzhen:CHNCXR_0472_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1410.png,shenzhen:CHNCXR_0282_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_142.png,shenzhen:CHNCXR_0503_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_1431.png,shenzhen:CHNCXR_0653_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_1432.png,shenzhen:CHNCXR_0129_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1460.png,shenzhen:CHNCXR_0241_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1464.png,shenzhen:CHNCXR_0435_1,2,pending_review,no
shenzhen,tbx11k:test/unknown_1467.png,shenzhen:CHNCXR_0585_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_1476.png,shenzhen:CHNCXR_0511_1,2,pending_review,no
shenzhen,tbx11k:test/unknown_1498.png,shenzhen:CHNCXR_0344_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1511.png,shenzhen:CHNCXR_0417_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1513.png,shenzhen:CHNCXR_0448_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1521.png,shenzhen:CHNCXR_0499_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_153.png,shenzhen:CHNCXR_0021_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1531.png,shenzhen:CHNCXR_0297_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1536.png,shenzhen:CHNCXR_0581_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_1553.png,shenzhen:CHNCXR_0056_0,2,pending_review,no
shenzhen,tbx11k:test/unknown_1565.png,shenzhen:CHNCXR_0544_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_1570.png,shenzhen:CHNCXR_0530_1,3,pending_review,no
shenzhen,tbx11k:test/unknown_1572.png,shenzhen:CHNCXR_0657_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1581.png,shenzhen:CHNCXR_0322_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1591.png,shenzhen:CHNCXR_0521_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1593.png,shenzhen:CHNCXR_0076_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1598.png,shenzhen:CHNCXR_0155_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1606.png,shenzhen:CHNCXR_0522_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1609.png,shenzhen:CHNCXR_0402_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_161.png,shenzhen:CHNCXR_0192_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1631.png,shenzhen:CHNCXR_0568_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1633.png,shenzhen:CHNCXR_0198_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1641.png,shenzhen:CHNCXR_0505_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1645.png,shenzhen:CHNCXR_0549_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1646.png,shenzhen:CHNCXR_0576_1,2,pending_review,no
shenzhen,tbx11k:test/unknown_1659.png,shenzhen:CHNCXR_0379_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1681.png,shenzhen:CHNCXR_0030_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1700.png,shenzhen:CHNCXR_0228_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1702.png,shenzhen:CHNCXR_0328_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1704.png,shenzhen:CHNCXR_0602_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_1718.png,shenzhen:CHNCXR_0640_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1725.png,shenzhen:CHNCXR_0652_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1738.png,shenzhen:CHNCXR_0496_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1740.png,shenzhen:CHNCXR_0440_1,3,pending_review,no
shenzhen,tbx11k:test/unknown_1742.png,shenzhen:CHNCXR_0058_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1755.png,shenzhen:CHNCXR_0185_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1763.png,shenzhen:CHNCXR_0202_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1776.png,shenzhen:CHNCXR_0484_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1777.png,shenzhen:CHNCXR_0353_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1786.png,shenzhen:CHNCXR_0223_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1791.png,shenzhen:CHNCXR_0005_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1804.png,shenzhen:CHNCXR_0330_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1806.png,shenzhen:CHNCXR_0660_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_1807.png,shenzhen:CHNCXR_0029_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1826.png,shenzhen:CHNCXR_0003_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1834.png,shenzhen:CHNCXR_0451_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1841.png,shenzhen:CHNCXR_0398_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_1847.png,shenzhen:CHNCXR_0122_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1851.png,shenzhen:CHNCXR_0037_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1855.png,shenzhen:CHNCXR_0462_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1863.png,shenzhen:CHNCXR_0049_0,2,pending_review,no
shenzhen,tbx11k:test/unknown_1869.png,shenzhen:CHNCXR_0420_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1908.png,shenzhen:CHNCXR_0140_0,2,pending_review,no
shenzhen,tbx11k:test/unknown_1913.png,shenzhen:CHNCXR_0534_1,2,pending_review,no
shenzhen,tbx11k:test/unknown_1922.png,shenzhen:CHNCXR_0277_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1927.png,shenzhen:CHNCXR_0631_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_1944.png,shenzhen:CHNCXR_0066_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1953.png,shenzhen:CHNCXR_0524_1,2,pending_review,no
shenzhen,tbx11k:test/unknown_1980.png,shenzhen:CHNCXR_0401_1,2,pending_review,no
shenzhen,tbx11k:test/unknown_1992.png,shenzhen:CHNCXR_0092_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_1995.png,shenzhen:CHNCXR_0251_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_1997.png,shenzhen:CHNCXR_0279_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_20.png,shenzhen:CHNCXR_0295_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_2015.png,shenzhen:CHNCXR_0662_1,2,pending_review,no
shenzhen,tbx11k:test/unknown_2028.png,shenzhen:CHNCXR_0094_0,0,pending_review,no
shenzhen,tbx11k:test/unknown_2037.png,shenzhen:CHNCXR_0350_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_2045.png,shenzhen:CHNCXR_0203_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_2061.png,shenzhen:CHNCXR_0648_1,1,pending_review,no
shenzhen,tbx11k:test/unknown_2062.png,shenzhen:CHNCXR_0405_1,2,pending_review,no
shenzhen,tbx11k:test/unknown_2086.png,shenzhen:CHNCXR_0239_0,1,pending_review,no
shenzhen,tbx11k:test/unknown_2095.png,shenzhen:CHNCXR_0362_1,0,pending_review,no
shenzhen,tbx11k:test/unknown_2096.png,shenzhen:CHNCXR_0570_1,0,pending_review,no
