dataset,dhash_distance,external_sample_id,tbx_sample_id
shenzhen,2,shenzhen:CHNCXR_0269_0,tbx11k:extra/mc+shenzhen/val/CHNCXR_0269_0.png
shenzhen,2,shenzhen:CHNCXR_0270_0,tbx11k:extra/mc+shenzhen/val/CHNCXR_0270_0.png
shenzhen,1,shenzhen:CHNCXR_0271_0,tbx11k:extra/mc+shenzhen/val/CHNCXR_0271_0.png
shenzhen,1,shenzhen:CHNCXR_0272_0,tbx11k:extra/mc+shenzhen/val/CHNCXR_0272_0.png
shenzhen,1,shenzhen:CHNCXR_0276_0,tbx11k:extra/mc+shenzhen/val/CHNCXR_0276_0.png
shenzhen,1,shenzhen:CHNCXR_0280_0,tbx11k:extra/mc+shenzhen/val/CHNCXR_0280_0.png
shenzhen,1,shenzhen:CHNCXR_0281_0,tbx11k:extra/mc+shenzhen/val/CHNCXR_0281_0.png
shenzhen,0,shenzhen:CHNCXR_0288_0,tbx11k:extra/mc+shenzhen/val/CHNCXR_0288_0.png
shenzhen,0,shenzhen:CHNCXR_0289_0,tbx11k:extra/mc+shenzhen/val/CHNCXR_0289_0.png
shenzhen,0,shenzhen:CHNCXR_0293_0,tbx11k:extra/mc+shenzhen/val/CHNCXR_0293_0.png
shenzhen,0,shenzhen:CHNCXR_0294_0,tbx11k:extra/mc+shenzhen/val/CHNCXR_0294_0.png
shenzhen,0,shenzhen:CHNCXR_0301_0,tbx11k:extra/mc+shenzhen/val/CHNCXR_0301_0.png
shenzhen,1,shenzhen:CHNCXR_0303_0,tbx11k:extra/mc+shenzhen/val/CHNCXR_0303_0.png
shenzhen,3,shenzhen:CHNCXR_0305_0,tbx11k:extra/mc+shenzhen/val/CHNCXR_0305_0.png
shenzhen,1,shenzhen:CHNCXR_0314_0,tbx11k:extra/mc+shenzhen/val/CHNCXR_0314_0.png
shenzhen,3,shenzhen:CHNCXR_0316_0,tbx11k:extra/mc+shenzhen/val/CHNCXR_0316_0.png
shenzhen,0,shenzhen:CHNCXR_0319_0,tbx11k:extra/mc+shenzhen/val/CHNCXR_0319_0.png
shenzhen,0,shenzhen:CHNCXR_0327_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0327_1.png
shenzhen,0,shenzhen:CHNCXR_0329_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0329_1.png
shenzhen,0,shenzhen:CHNCXR_0341_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0341_1.png
shenzhen,0,shenzhen:CHNCXR_0342_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0342_1.png
shenzhen,0,shenzhen:CHNCXR_0347_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0347_1.png
shenzhen,2,shenzhen:CHNCXR_0351_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0351_1.png
shenzhen,0,shenzhen:CHNCXR_0352_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0352_1.png
shenzhen,0,shenzhen:CHNCXR_0355_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0355_1.png
shenzhen,0,shenzhen:CHNCXR_0356_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0356_1.png
shenzhen,1,shenzhen:CHNCXR_0363_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0363_1.png
shenzhen,1,shenzhen:CHNCXR_0367_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0367_1.png
shenzhen,0,shenzhen:CHNCXR_0370_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0370_1.png
shenzhen,2,shenzhen:CHNCXR_0376_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0376_1.png
shenzhen,1,shenzhen:CHNCXR_0380_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0380_1.png
shenzhen,1,shenzhen:CHNCXR_0381_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0381_1.png
shenzhen,0,shenzhen:CHNCXR_0383_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0383_1.png
shenzhen,0,shenzhen:CHNCXR_0385_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0385_1.png
shenzhen,0,shenzhen:CHNCXR_0390_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0390_1.png
shenzhen,0,shenzhen:CHNCXR_0391_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0391_1.png
shenzhen,1,shenzhen:CHNCXR_0392_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0392_1.png
shenzhen,1,shenzhen:CHNCXR_0396_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0396_1.png
shenzhen,4,shenzhen:CHNCXR_0404_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0404_1.png
shenzhen,0,shenzhen:CHNCXR_0406_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0406_1.png
shenzhen,0,shenzhen:CHNCXR_0407_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0407_1.png
shenzhen,0,shenzhen:CHNCXR_0411_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0411_1.png
shenzhen,0,shenzhen:CHNCXR_0412_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0412_1.png
shenzhen,0,shenzhen:CHNCXR_0414_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0414_1.png
shenzhen,0,shenzhen:CHNCXR_0421_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0421_1.png
shenzhen,1,shenzhen:CHNCXR_0422_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0422_1.png
shenzhen,0,shenzhen:CHNCXR_0425_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0425_1.png
shenzhen,0,shenzhen:CHNCXR_0433_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0433_1.png
shenzhen,0,shenzhen:CHNCXR_0441_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0441_1.png
shenzhen,1,shenzhen:CHNCXR_0449_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0449_1.png
shenzhen,0,shenzhen:CHNCXR_0461_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0461_1.png
shenzhen,0,shenzhen:CHNCXR_0466_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0466_1.png
shenzhen,0,shenzhen:CHNCXR_0467_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0467_1.png
shenzhen,0,shenzhen:CHNCXR_0470_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0470_1.png
shenzhen,2,shenzhen:CHNCXR_0476_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0476_1.png
shenzhen,0,shenzhen:CHNCXR_0482_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0482_1.png
shenzhen,0,shenzhen:CHNCXR_0492_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0492_1.png
shenzhen,0,shenzhen:CHNCXR_0495_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0495_1.png
shenzhen,0,shenzhen:CHNCXR_0504_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0504_1.png
shenzhen,1,shenzhen:CHNCXR_0506_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0506_1.png
shenzhen,1,shenzhen:CHNCXR_0508_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0508_1.png
shenzhen,4,shenzhen:CHNCXR_0513_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0513_1.png
shenzhen,0,shenzhen:CHNCXR_0514_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0514_1.png
shenzhen,0,shenzhen:CHNCXR_0517_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0517_1.png
shenzhen,0,shenzhen:CHNCXR_0519_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0519_1.png
shenzhen,0,shenzhen:CHNCXR_0520_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0520_1.png
shenzhen,0,shenzhen:CHNCXR_0527_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0527_1.png
shenzhen,0,shenzhen:CHNCXR_0529_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0529_1.png
shenzhen,2,shenzhen:CHNCXR_0535_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0535_1.png
shenzhen,0,shenzhen:CHNCXR_0538_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0538_1.png
shenzhen,0,shenzhen:CHNCXR_0541_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0541_1.png
shenzhen,1,shenzhen:CHNCXR_0543_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0543_1.png
shenzhen,1,shenzhen:CHNCXR_0551_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0551_1.png
shenzhen,3,shenzhen:CHNCXR_0558_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0558_1.png
shenzhen,0,shenzhen:CHNCXR_0560_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0560_1.png
shenzhen,1,shenzhen:CHNCXR_0566_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0566_1.png
shenzhen,0,shenzhen:CHNCXR_0567_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0567_1.png
shenzhen,1,shenzhen:CHNCXR_0571_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0571_1.png
shenzhen,0,shenzhen:CHNCXR_0583_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0583_1.png
shenzhen,0,shenzhen:CHNCXR_0590_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0590_1.png
shenzhen,0,shenzhen:CHNCXR_0591_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0591_1.png
shenzhen,0,shenzhen:CHNCXR_0592_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0592_1.png
shenzhen,1,shenzhen:CHNCXR_0613_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0613_1.png
shenzhen,0,shenzhen:CHNCXR_0616_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0616_1.png
shenzhen,0,shenzhen:CHNCXR_0617_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0617_1.png
shenzhen,1,shenzhen:CHNCXR_0620_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0620_1.png
shenzhen,2,shenzhen:CHNCXR_0621_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0621_1.png
shenzhen,3,shenzhen:CHNCXR_0628_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0628_1.png
shenzhen,0,shenzhen:CHNCXR_0641_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0641_1.png
shenzhen,1,shenzhen:CHNCXR_0643_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0643_1.png
shenzhen,1,shenzhen:CHNCXR_0644_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0644_1.png
shenzhen,1,shenzhen:CHNCXR_0647_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0647_1.png
shenzhen,0,shenzhen:CHNCXR_0655_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0655_1.png
shenzhen,1,shenzhen:CHNCXR_0658_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0658_1.png
shenzhen,1,shenzhen:CHNCXR_0659_1,tbx11k:extra/mc+shenzhen/val/CHNCXR_0659_1.png
shenzhen,0,shenzhen:CHNCXR_0157_0,tbx11k:test/unknown_1.png
shenzhen,0,shenzhen:CHNCXR_0369_1,tbx11k:test/unknown_1027.png
shenzhen,0,shenzhen:CHNCXR_0533_1,tbx11k:test/unknown_1050.png
shenzhen,0,shenzhen:CHNCXR_0165_0,tbx11k:test/unknown_1053.png
shenzhen,0,shenzhen:CHNCXR_0487_1,tbx11k:test/unknown_1060.png
shenzhen,0,shenzhen:CHNCXR_0273_0,tbx11k:test/unknown_1076.png
shenzhen,1,shenzhen:CHNCXR_0460_1,tbx11k:test/unknown_1098.png
shenzhen,0,shenzhen:CHNCXR_0180_0,tbx11k:test/unknown_1099.png
shenzhen,1,shenzhen:CHNCXR_0088_0,tbx11k:test/unknown_11.png
shenzhen,1,shenzhen:CHNCXR_0627_1,tbx11k:test/unknown_1112.png
shenzhen,1,shenzhen:CHNCXR_0537_1,tbx11k:test/unknown_1122.png
shenzhen,2,shenzhen:CHNCXR_0656_1,tbx11k:test/unknown_1128.png
shenzhen,0,shenzhen:CHNCXR_0147_0,tbx11k:test/unknown_1137.png
shenzhen,0,shenzhen:CHNCXR_0146_0,tbx11k:test/unknown_1163.png
shenzhen,0,shenzhen:CHNCXR_0195_0,tbx11k:test/unknown_1174.png
shenzhen,0,shenzhen:CHNCXR_0410_1,tbx11k:test/unknown_1176.png
shenzhen,0,shenzhen:CHNCXR_0006_0,tbx11k:test/unknown_1194.png
shenzhen,0,shenzhen:CHNCXR_0630_1,tbx11k:test/unknown_1202.png
shenzhen,1,shenzhen:CHNCXR_0573_1,tbx11k:test/unknown_122.png
shenzhen,1,shenzhen:CHNCXR_0248_0,tbx11k:test/unknown_1235.png
shenzhen,0,shenzhen:CHNCXR_0507_1,tbx11k:test/unknown_1243.png
shenzhen,1,shenzhen:CHNCXR_0486_1,tbx11k:test/unknown_1245.png
shenzhen,1,shenzhen:CHNCXR_0610_1,tbx11k:test/unknown_1246.png
shenzhen,1,shenzhen:CHNCXR_0622_1,tbx11k:test/unknown_1250.png
shenzhen,0,shenzhen:CHNCXR_0501_1,tbx11k:test/unknown_1260.png
shenzhen,0,shenzhen:CHNCXR_0334_1,tbx11k:test/unknown_1292.png
shenzhen,0,shenzhen:CHNCXR_0304_0,tbx11k:test/unknown_1294.png
shenzhen,1,shenzhen:CHNCXR_0340_1,tbx11k:test/unknown_1325.png
shenzhen,0,shenzhen:CHNCXR_0236_0,tbx11k:test/unknown_1332.png
shenzhen,1,shenzhen:CHNCXR_0240_0,tbx11k:test/unknown_1333.png
shenzhen,0,shenzhen:CHNCXR_0048_0,tbx11k:test/unknown_1336.png
shenzhen,0,shenzhen:CHNCXR_0494_1,tbx11k:test/unknown_1340.png
shenzhen,0,shenzhen:CHNCXR_0131_0,tbx11k:test/unknown_1359.png
shenzhen,0,shenzhen:CHNCXR_0608_1,tbx11k:test/unknown_1382.png
shenzhen,1,shenzhen:CHNCXR_0204_0,tbx11k:test/unknown_1384.png
shenzhen,0,shenzhen:CHNCXR_0452_1,tbx11k:test/unknown_1385.png
shenzhen,1,shenzhen:CHNCXR_0490_1,tbx11k:test/unknown_1386.png
shenzhen,0,shenzhen:CHNCXR_0582_1,tbx11k:test/unknown_1393.png
shenzhen,1,shenzhen:CHNCXR_0232_0,tbx11k:test/unknown_1394.png
shenzhen,0,shenzhen:CHNCXR_0472_1,tbx11k:test/unknown_1407.png
shenzhen,0,shenzhen:CHNCXR_0282_0,tbx11k:test/unknown_1410.png
shenzhen,1,shenzhen:CHNCXR_0503_1,tbx11k:test/unknown_142.png
shenzhen,1,shenzhen:CHNCXR_0653_1,tbx11k:test/unknown_1431.png
shenzhen,1,shenzhen:CHNCXR_0129_0,tbx11k:test/unknown_1432.png
shenzhen,1,shenzhen:CHNCXR_0241_0,tbx11k:test/unknown_1460.png
shenzhen,2,shenzhen:CHNCXR_0435_1,tbx11k:test/unknown_1464.png
shenzhen,1,shenzhen:CHNCXR_0585_1,tbx11k:test/unknown_1467.png
shenzhen,2,shenzhen:CHNCXR_0511_1,tbx11k:test/unknown_1476.png
shenzhen,0,shenzhen:CHNCXR_0344_1,tbx11k:test/unknown_1498.png
shenzhen,0,shenzhen:CHNCXR_0417_1,tbx11k:test/unknown_1511.png
shenzhen,0,shenzhen:CHNCXR_0448_1,tbx11k:test/unknown_1513.png
shenzhen,0,shenzhen:CHNCXR_0499_1,tbx11k:test/unknown_1521.png
shenzhen,0,shenzhen:CHNCXR_0021_0,tbx11k:test/unknown_153.png
shenzhen,1,shenzhen:CHNCXR_0297_0,tbx11k:test/unknown_1531.png
shenzhen,1,shenzhen:CHNCXR_0581_1,tbx11k:test/unknown_1536.png
shenzhen,2,shenzhen:CHNCXR_0056_0,tbx11k:test/unknown_1553.png
shenzhen,1,shenzhen:CHNCXR_0544_1,tbx11k:test/unknown_1565.png
shenzhen,3,shenzhen:CHNCXR_0530_1,tbx11k:test/unknown_1570.png
shenzhen,0,shenzhen:CHNCXR_0657_1,tbx11k:test/unknown_1572.png
shenzhen,0,shenzhen:CHNCXR_0322_0,tbx11k:test/unknown_1581.png
shenzhen,0,shenzhen:CHNCXR_0521_1,tbx11k:test/unknown_1591.png
shenzhen,0,shenzhen:CHNCXR_0076_0,tbx11k:test/unknown_1593.png
shenzhen,0,shenzhen:CHNCXR_0155_0,tbx11k:test/unknown_1598.png
shenzhen,0,shenzhen:CHNCXR_0522_1,tbx11k:test/unknown_1606.png
shenzhen,0,shenzhen:CHNCXR_0402_1,tbx11k:test/unknown_1609.png
shenzhen,0,shenzhen:CHNCXR_0192_0,tbx11k:test/unknown_161.png
shenzhen,0,shenzhen:CHNCXR_0568_1,tbx11k:test/unknown_1631.png
shenzhen,1,shenzhen:CHNCXR_0198_0,tbx11k:test/unknown_1633.png
shenzhen,0,shenzhen:CHNCXR_0505_1,tbx11k:test/unknown_1641.png
shenzhen,0,shenzhen:CHNCXR_0549_1,tbx11k:test/unknown_1645.png
shenzhen,2,shenzhen:CHNCXR_0576_1,tbx11k:test/unknown_1646.png
shenzhen,0,shenzhen:CHNCXR_0379_1,tbx11k:test/unknown_1659.png
shenzhen,1,shenzhen:CHNCXR_0030_0,tbx11k:test/unknown_1681.png
shenzhen,1,shenzhen:CHNCXR_0228_0,tbx11k:test/unknown_1700.png
shenzhen,0,shenzhen:CHNCXR_0328_1,tbx11k:test/unknown_1702.png
shenzhen,1,shenzhen:CHNCXR_0602_1,tbx11k:test/unknown_1704.png
shenzhen,0,shenzhen:CHNCXR_0640_1,tbx11k:test/unknown_1718.png
shenzhen,0,shenzhen:CHNCXR_0652_1,tbx11k:test/unknown_1725.png
shenzhen,0,shenzhen:CHNCXR_0496_1,tbx11k:test/unknown_1738.png
shenzhen,3,shenzhen:CHNCXR_0440_1,tbx11k:test/unknown_1740.png
shenzhen,1,shenzhen:CHNCXR_0058_0,tbx11k:test/unknown_1742.png
shenzhen,1,shenzhen:CHNCXR_0185_0,tbx11k:test/unknown_1755.png
shenzhen,1,shenzhen:CHNCXR_0202_0,tbx11k:test/unknown_1763.png
shenzhen,0,shenzhen:CHNCXR_0484_1,tbx11k:test/unknown_1776.png
shenzhen,0,shenzhen:CHNCXR_0353_1,tbx11k:test/unknown_1777.png
shenzhen,1,shenzhen:CHNCXR_0223_0,tbx11k:test/unknown_1786.png
shenzhen,1,shenzhen:CHNCXR_0005_0,tbx11k:test/unknown_1791.png
shenzhen,0,shenzhen:CHNCXR_0330_1,tbx11k:test/unknown_1804.png
shenzhen,1,shenzhen:CHNCXR_0660_1,tbx11k:test/unknown_1806.png
shenzhen,0,shenzhen:CHNCXR_0029_0,tbx11k:test/unknown_1807.png
shenzhen,1,shenzhen:CHNCXR_0003_0,tbx11k:test/unknown_1826.png
shenzhen,0,shenzhen:CHNCXR_0451_1,tbx11k:test/unknown_1834.png
shenzhen,1,shenzhen:CHNCXR_0398_1,tbx11k:test/unknown_1841.png
shenzhen,1,shenzhen:CHNCXR_0122_0,tbx11k:test/unknown_1847.png
shenzhen,1,shenzhen:CHNCXR_0037_0,tbx11k:test/unknown_1851.png
shenzhen,0,shenzhen:CHNCXR_0462_1,tbx11k:test/unknown_1855.png
shenzhen,2,shenzhen:CHNCXR_0049_0,tbx11k:test/unknown_1863.png
shenzhen,0,shenzhen:CHNCXR_0420_1,tbx11k:test/unknown_1869.png
shenzhen,2,shenzhen:CHNCXR_0140_0,tbx11k:test/unknown_1908.png
shenzhen,2,shenzhen:CHNCXR_0534_1,tbx11k:test/unknown_1913.png
shenzhen,0,shenzhen:CHNCXR_0277_0,tbx11k:test/unknown_1922.png
shenzhen,0,shenzhen:CHNCXR_0631_1,tbx11k:test/unknown_1927.png
shenzhen,1,shenzhen:CHNCXR_0066_0,tbx11k:test/unknown_1944.png
shenzhen,2,shenzhen:CHNCXR_0524_1,tbx11k:test/unknown_1953.png
shenzhen,2,shenzhen:CHNCXR_0401_1,tbx11k:test/unknown_1980.png
shenzhen,0,shenzhen:CHNCXR_0092_0,tbx11k:test/unknown_1992.png
shenzhen,1,shenzhen:CHNCXR_0251_0,tbx11k:test/unknown_1995.png
shenzhen,1,shenzhen:CHNCXR_0279_0,tbx11k:test/unknown_1997.png
shenzhen,0,shenzhen:CHNCXR_0295_0,tbx11k:test/unknown_20.png
shenzhen,2,shenzhen:CHNCXR_0662_1,tbx11k:test/unknown_2015.png
shenzhen,0,shenzhen:CHNCXR_0094_0,tbx11k:test/unknown_2028.png
shenzhen,0,shenzhen:CHNCXR_0350_1,tbx11k:test/unknown_2037.png
shenzhen,1,shenzhen:CHNCXR_0203_0,tbx11k:test/unknown_2045.png
shenzhen,1,shenzhen:CHNCXR_0648_1,tbx11k:test/unknown_2061.png
shenzhen,2,shenzhen:CHNCXR_0405_1,tbx11k:test/unknown_2062.png
shenzhen,1,shenzhen:CHNCXR_0239_0,tbx11k:test/unknown_2086.png
shenzhen,0,shenzhen:CHNCXR_0362_1,tbx11k:test/unknown_2095.png
shenzhen,0,shenzhen:CHNCXR_0570_1,tbx11k:test/unknown_2096.png
shenzhen,0,shenzhen:CHNCXR_0086_0,tbx11k:test/unknown_2106.png
shenzhen,0,shenzhen:CHNCXR_0220_0,tbx11k:test/unknown_2118.png
shenzhen,0,shenzhen:CHNCXR_0287_0,tbx11k:test/unknown_2121.png
shenzhen,1,shenzhen:CHNCXR_0386_1,tbx11k:test/unknown_2123.png
shenzhen,1,shenzhen:CHNCXR_0187_0,tbx11k:test/unknown_2154.png
shenzhen,2,shenzhen:CHNCXR_0172_0,tbx11k:test/unknown_2172.png
shenzhen,0,shenzhen:CHNCXR_0309_0,tbx11k:test/unknown_2203.png
shenzhen,1,shenzhen:CHNCXR_0661_1,tbx11k:test/unknown_222.png
shenzhen,1,shenzhen:CHNCXR_0190_0,tbx11k:test/unknown_2265.png
shenzhen,0,shenzhen:CHNCXR_0042_0,tbx11k:test/unknown_2279.png
shenzhen,0,shenzhen:CHNCXR_0600_1,tbx11k:test/unknown_2302.png
shenzhen,0,shenzhen:CHNCXR_0348_1,tbx11k:test/unknown_2304.png
shenzhen,4,shenzhen:CHNCXR_0149_0,tbx11k:test/unknown_2306.png
shenzhen,0,shenzhen:CHNCXR_0633_1,tbx11k:test/unknown_2307.png
shenzhen,0,shenzhen:CHNCXR_0338_1,tbx11k:test/unknown_2308.png
shenzhen,1,shenzhen:CHNCXR_0222_0,tbx11k:test/unknown_2324.png
shenzhen,3,shenzhen:CHNCXR_0603_1,tbx11k:test/unknown_233.png
shenzhen,1,shenzhen:CHNCXR_0526_1,tbx11k:test/unknown_2334.png
shenzhen,0,shenzhen:CHNCXR_0214_0,tbx11k:test/unknown_2340.png
shenzhen,1,shenzhen:CHNCXR_0458_1,tbx11k:test/unknown_235.png
shenzhen,3,shenzhen:CHNCXR_0413_1,tbx11k:test/unknown_2352.png
shenzhen,1,shenzhen:CHNCXR_0134_0,tbx11k:test/unknown_2380.png
shenzhen,0,shenzhen:CHNCXR_0554_1,tbx11k:test/unknown_2381.png
shenzhen,0,shenzhen:CHNCXR_0160_0,tbx11k:test/unknown_2386.png
shenzhen,0,shenzhen:CHNCXR_0382_1,tbx11k:test/unknown_2388.png
shenzhen,1,shenzhen:CHNCXR_0650_1,tbx11k:test/unknown_2402.png
shenzhen,1,shenzhen:CHNCXR_0176_0,tbx11k:test/unknown_241.png
shenzhen,1,shenzhen:CHNCXR_0400_1,tbx11k:test/unknown_2426.png
shenzhen,1,shenzhen:CHNCXR_0242_0,tbx11k:test/unknown_2430.png
shenzhen,1,shenzhen:CHNCXR_0559_1,tbx11k:test/unknown_2432.png
shenzhen,2,shenzhen:CHNCXR_0389_1,tbx11k:test/unknown_2433.png
shenzhen,3,shenzhen:CHNCXR_0455_1,tbx11k:test/unknown_2463.png
shenzhen,0,shenzhen:CHNCXR_0561_1,tbx11k:test/unknown_2465.png
shenzhen,0,shenzhen:CHNCXR_0312_0,tbx11k:test/unknown_250.png
shenzhen,1,shenzhen:CHNCXR_0478_1,tbx11k:test/unknown_2506.png
shenzhen,0,shenzhen:CHNCXR_0247_0,tbx11k:test/unknown_2509.png
shenzhen,0,shenzhen:CHNCXR_0014_0,tbx11k:test/unknown_2512.png
shenzhen,1,shenzhen:CHNCXR_0306_0,tbx11k:test/unknown_2518.png
shenzhen,1,shenzhen:CHNCXR_0415_1,tbx11k:test/unknown_2522.png
shenzhen,1,shenzhen:CHNCXR_0227_0,tbx11k:test/unknown_2533.png
shenzhen,0,shenzhen:CHNCXR_0368_1,tbx11k:test/unknown_254.png
shenzhen,3,shenzhen:CHNCXR_0196_0,tbx11k:test/unknown_2555.png
shenzhen,0,shenzhen:CHNCXR_0284_0,tbx11k:test/unknown_2557.png
shenzhen,1,shenzhen:CHNCXR_0260_0,tbx11k:test/unknown_2559.png
shenzhen,0,shenzhen:CHNCXR_0337_1,tbx11k:test/unknown_2564.png
shenzhen,0,shenzhen:CHNCXR_0394_1,tbx11k:test/unknown_2566.png
shenzhen,2,shenzhen:CHNCXR_0067_0,tbx11k:test/unknown_2584.png
shenzhen,2,shenzhen:CHNCXR_0039_0,tbx11k:test/unknown_259.png
shenzhen,1,shenzhen:CHNCXR_0509_1,tbx11k:test/unknown_2595.png
shenzhen,0,shenzhen:CHNCXR_0169_0,tbx11k:test/unknown_2597.png
shenzhen,1,shenzhen:CHNCXR_0114_0,tbx11k:test/unknown_261.png
shenzhen,0,shenzhen:CHNCXR_0072_0,tbx11k:test/unknown_2619.png
shenzhen,1,shenzhen:CHNCXR_0531_1,tbx11k:test/unknown_2622.png
shenzhen,0,shenzhen:CHNCXR_0377_1,tbx11k:test/unknown_2624.png
shenzhen,2,shenzhen:CHNCXR_0360_1,tbx11k:test/unknown_2632.png
shenzhen,0,shenzhen:CHNCXR_0116_0,tbx11k:test/unknown_2647.png
shenzhen,1,shenzhen:CHNCXR_0148_0,tbx11k:test/unknown_2648.png
shenzhen,0,shenzhen:CHNCXR_0512_1,tbx11k:test/unknown_2652.png
shenzhen,0,shenzhen:CHNCXR_0105_0,tbx11k:test/unknown_2654.png
shenzhen,0,shenzhen:CHNCXR_0595_1,tbx11k:test/unknown_266.png
shenzhen,2,shenzhen:CHNCXR_0457_1,tbx11k:test/unknown_267.png
shenzhen,0,shenzhen:CHNCXR_0044_0,tbx11k:test/unknown_2683.png
shenzhen,0,shenzhen:CHNCXR_0556_1,tbx11k:test/unknown_2687.png
shenzhen,0,shenzhen:CHNCXR_0601_1,tbx11k:test/unknown_2697.png
shenzhen,2,shenzhen:CHNCXR_0278_0,tbx11k:test/unknown_2706.png
shenzhen,3,shenzhen:CHNCXR_0100_0,tbx11k:test/unknown_2715.png
shenzhen,0,shenzhen:CHNCXR_0480_1,tbx11k:test/unknown_2738.png
shenzhen,0,shenzhen:CHNCXR_0292_0,tbx11k:test/unknown_2749.png
shenzhen,1,shenzhen:CHNCXR_0112_0,tbx11k:test/unknown_2750.png
shenzhen,0,shenzhen:CHNCXR_0299_0,tbx11k:test/unknown_2764.png
shenzhen,1,shenzhen:CHNCXR_0553_1,tbx11k:test/unknown_2771.png
shenzhen,0,shenzhen:CHNCXR_0015_0,tbx11k:test/unknown_2775.png
shenzhen,1,shenzhen:CHNCXR_0318_0,tbx11k:test/unknown_2789.png
shenzhen,1,shenzhen:CHNCXR_0266_0,tbx11k:test/unknown_280.png
